8628,3,struts,LocationImpl,com.opensymphony.xwork2.util.location.locationimpltest.testgetsnippetnopadding,False,True
8629,3,struts,LocationImpl,com.opensymphony.xwork2.util.location.locationimpltest.testserializeunknown,False,True
8640,3,struts,DefaultResultMapBuilder,org.apache.struts2.convention.defaultresultmapbuildertest.answer,False,True
8649,3,struts,RestfulActionMapper,org.apache.struts2.dispatcher.mapper.restfulactionmappertest.testgeturiparamid,False,True
8663,3,struts,DefaultJSONWriter,org.apache.struts2.json.defaultjsonwritertest.testwrite,False,True
8670,3,struts,JSONPopulator,org.apache.struts2.json.jsonpopulatortest.testprimitivebean,False,True
8680,3,struts,ContentTypeHandlerManager,org.apache.struts2.rest.contenttypehandlermanagertest.testhandleresultnotmodified,False,True
8692,3,struts,ServletActionContext,org.apache.struts2.servletactioncontexttest.testcontextparams,True,False
8703,3,struts,RegexPatternMatcher,org.apache.struts2.util.regexpatternmatchertest.testcompilebad1,False,True
8708,3,struts,URLDecoderUtil,org.apache.struts2.util.urldecoderutiltest.testurldecodestringinvalid,False,True
8709,3,struts,URLDecoderUtil,org.apache.struts2.util.urldecoderutiltest.testurldecodestringvalidutf8middle,False,True
8614,3,struts,PrefixMethodInvocationUtil,com.opensymphony.xwork2.interceptor.prefixmethodinvocationutiltest.testgetprefixmethod4,False,True
8634,3,struts,RequiredFieldValidator,com.opensymphony.xwork2.validator.validators.requiredfieldvalidatortest.testcollectionobject,True,False
8635,3,struts,CdiObjectFactory,org.apache.struts2.cdi.cdiobjectfactorytest.testfindbeanmanager,False,True
8639,3,struts,ConventionUnknownHandler,org.apache.struts2.convention.conventionunknownhandlertest.testfindresourceshouldsetcanonicalizedpathonresource,True,False
8641,3,struts,DefaultResultMapBuilder,org.apache.struts2.convention.defaultresultmapbuildertest.testactionlevelmultipleresultannotation,True,False
8646,3,struts,PackageBasedActionConfigBuilder,org.apache.struts2.convention.packagebasedactionconfigbuildertest.testexcludedpackages,False,True
8650,3,struts,SessionMap,org.apache.struts2.dispatcher.sessionmaptest.testgetobjectonsessionmapuseswrappedsessionsgetattributewithstringvalue,False,True
8653,3,struts,StaticContentLoader,org.apache.struts2.dispatcher.staticcontentloadertest.testcanthandlewithoutservingstatic,False,True
8669,3,struts,JSONPopulator,org.apache.struts2.json.jsonpopulatortest.testparsebadinput,False,True
