,idProject,nameProject,productionClass,testCase,isEagerTest,isEagerTestManual,prediction
4,1.0,helios,AgentZooKeeperRegistrar,com.spotify.helios.agent.agentzookeeperregistrartest.alreadyregistered_samehostid,False,False,False
15,1.0,helios,TaskMonitor,com.spotify.helios.agent.taskmonitortest.verifymonitorpropagatesimagepullfailed,False,False,True
30,1.0,helios,PortMappingParser,com.spotify.helios.cli.command.portmappingparsertest.testparseportmappings,False,False,False
32,1.0,helios,RollingUpdateCommand,com.spotify.helios.cli.command.rollingupdatecommandtest.testrollingupdateasync,False,False,False
38,1.0,helios,Endpoints,com.spotify.helios.client.endpointstest.testsupplierfactory,False,False,True
47,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testnotinoperator,False,False,True
50,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testparsenotequals,False,False,False
52,1.0,helios,Job,com.spotify.helios.common.descriptors.jobtest.verifycanparsejobwithmissingenv,False,False,True
88,1.0,helios,FastForwardReporter,com.spotify.helios.servicescommon.statistics.fastforwardreportertest.testgauges,True,False,True
91,1.0,helios,ZooKeeperAclProviders,com.spotify.helios.servicescommon.zookeeperaclproviderstest.testdefaultacl,False,False,True
104,1.0,helios,HeliosSoloDeployment,com.spotify.helios.testing.heliossolodeploymenttest.testundeployleftoverjobs,True,True,True
8,1.0,helios,Supervisor,com.spotify.helios.agent.supervisortest.verifyexceptionsetstaskstatustofailed,True,False,True
14,1.0,helios,TaskMonitor,com.spotify.helios.agent.taskmonitortest.verifymonitorpropagatesimagemissing,False,False,True
16,1.0,helios,TaskMonitor,com.spotify.helios.agent.taskmonitortest.verifymonitorusesflapcontroller,True,False,True
20,1.0,helios,DeploymentGroupInspectCommand,com.spotify.helios.cli.command.deploymentgroupinspectcommandtest.testdeploymentgroupinspectcommandjson,False,False,True
25,1.0,helios,JobCreateCommand,com.spotify.helios.cli.command.jobcreatecommandtest.testaddmetadatafromjsonfile,False,False,True
35,1.0,helios,RollingUpdateCommand,com.spotify.helios.cli.command.rollingupdatecommandtest.testrollingupdatefailsonrollouttimeout,False,False,True
45,1.0,helios,HealthCheck,com.spotify.helios.common.descriptors.healthchecktest.testtcphealthcheckbuilder,False,False,False
48,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testnotinoperatoremptyset,False,False,False
68,1.0,helios,OldJobReaper,com.spotify.helios.master.reaper.oldjobreapertest.jobdeployedwithhistorylastusedtoolongagonotreaped,False,True,True
95,1.0,helios,DeploymentGroup,com.spotify.helios.system.deploymentgrouptest.testrollingupdateperformance,False,True,False
107,1.0,helios,LoggingLogStreamFollower,com.spotify.helios.testing.logginglogstreamfollowertest.testtwolinesnonewline,False,False,True
1,1.0,helios,AgentParser,com.spotify.helios.agent.agentparsertest.testvalidateargument,True,False,True
5,1.0,helios,DockerHealthChecker,com.spotify.helios.agent.dockerhealthcheckertest.testtimeouts,False,False,True
40,1.0,helios,HeliosClient,com.spotify.helios.client.heliosclienttest.listhostsfilterbynamepattern,True,False,True
41,1.0,helios,HeliosClient,com.spotify.helios.client.heliosclienttest.listjobswithjobfilter,True,False,True
43,1.0,helios,HealthCheck,com.spotify.helios.common.descriptors.healthchecktest.testexechealthcheckbuilder,False,False,True
46,1.0,helios,HostSelector,com.spotify.helios.common.descriptors.hostselectortest.testinoperatorserialization,False,False,True
