8352,7,dnsjava,ARecord,org.xbill.dns.arecordtest.test_rrtostring,False,False
8369,7,dnsjava,DNSOutput,org.xbill.dns.dnsoutputtest.test_writeu8_max,False,False
8370,7,dnsjava,EmptyRecord,org.xbill.dns.emptyrecordtest.test_ctor,False,False
8377,7,dnsjava,Header,org.xbill.dns.headertest.test_clone,False,False
8390,7,dnsjava,MGRecord,org.xbill.dns.mgrecordtest.test_ctor_0arg,False,False
8392,7,dnsjava,Mnemonic,org.xbill.dns.mnemonictest.test_setprefix,True,False
8393,7,dnsjava,MRRecord,org.xbill.dns.mrrecordtest.test_ctor_0arg,False,False
8431,7,dnsjava,Serial,org.xbill.dns.serialtest.test_compare_boundary,False,False
8450,7,dnsjava,base64,org.xbill.dns.utils.base64test.test_formatstring_onebreakwithprefixandclose,False,False
8451,7,dnsjava,base64,org.xbill.dns.utils.base64test.test_formatstring_samelength,False,True
8347,7,dnsjava,Address,org.xbill.dns.addresstest.test_addresslength,True,True
8348,7,dnsjava,Address,org.xbill.dns.addresstest.test_familyof,True,True
8360,7,dnsjava,DNSInput,org.xbill.dns.dnsinputtest.test_readu32_maxval,False,False
8371,7,dnsjava,EmptyRecord,org.xbill.dns.emptyrecordtest.test_rrfromwire,False,False
8375,7,dnsjava,GPOSRecord,org.xbill.dns.gposrecordtest.test_ctor_0arg,True,True
8386,7,dnsjava,KEYBase,org.xbill.dns.keybasetest.test_ctor,False,False
8395,7,dnsjava,Name,org.xbill.dns.nametest.test_absolute,False,True
8397,7,dnsjava,Name,org.xbill.dns.nametest.test_init_from_name,False,True
8402,7,dnsjava,Name,org.xbill.dns.nametest.test_tostring_special_char,False,False
8409,7,dnsjava,OPTRecord,org.xbill.dns.optrecordtest.testforequality,False,True
8419,7,dnsjava,Record,org.xbill.dns.recordtest.test_getrrsettype,False,False
8442,7,dnsjava,SingleNameBase,org.xbill.dns.singlenamebasetest.test_ctor,False,False
8342,7,dnsjava,A6Record,org.xbill.dns.a6recordtest.test_ctor_0arg,False,True
8365,7,dnsjava,DNSOutput,org.xbill.dns.dnsoutputtest.test_default_ctor,True,True
8372,7,dnsjava,ExtendedFlags,org.xbill.dns.extendedflagstest.test_value,False,True
8382,7,dnsjava,HINFORecord,org.xbill.dns.hinforecordtest.test_ctor_5arg_invalid_cpu,False,True
8389,7,dnsjava,MDRecord,org.xbill.dns.mdrecordtest.test_ctor_4arg,False,True
8391,7,dnsjava,Mnemonic,org.xbill.dns.mnemonictest.test_setmaximum,False,False
8394,7,dnsjava,MRRecord,org.xbill.dns.mrrecordtest.test_getobject,False,False
8400,7,dnsjava,Name,org.xbill.dns.nametest.test_relativize_root,False,False
8401,7,dnsjava,Name,org.xbill.dns.nametest.test_tostring_escaped,False,False
8404,7,dnsjava,Opcode,org.xbill.dns.opcodetest.test_string,True,True
8412,7,dnsjava,Record,org.xbill.dns.recordtest.test_checku16,True,False
8435,7,dnsjava,SetResponse,org.xbill.dns.setresponsetest.test_addrrset,False,False
8438,7,dnsjava,SetResponse,org.xbill.dns.setresponsetest.test_ctor_2arg_toobig,False,False
8440,7,dnsjava,SetResponse,org.xbill.dns.setresponsetest.test_getcname,False,False
8441,7,dnsjava,SingleCompressedNameBase,org.xbill.dns.singlecompressednamebasetest.test_ctor,False,True
8444,7,dnsjava,Tokenizer,org.xbill.dns.tokenizertest.test_unwanted_comment,False,True
8447,7,dnsjava,URIRecord,org.xbill.dns.urirecordtest.test_ctor_0arg,True,False
8454,7,dnsjava,base64,org.xbill.dns.utils.base64test.test_fromstring_invalid3,False,True
8346,7,dnsjava,AAAARecord,org.xbill.dns.aaaarecordtest.test_getobject,False,False
8350,7,dnsjava,Address,org.xbill.dns.addresstest.test_isdottedquad,True,True
8354,7,dnsjava,DClass,org.xbill.dns.dclasstest.test_string,False,False
8376,7,dnsjava,GPOSRecord,org.xbill.dns.gposrecordtest.test_getobject,True,False
8388,7,dnsjava,KXRecord,org.xbill.dns.kxrecordtest.test_ctor_5arg,True,False
8396,7,dnsjava,Name,org.xbill.dns.nametest.test_fromdname_toobig,False,False
8416,7,dnsjava,Record,org.xbill.dns.recordtest.test_ctor_4arg_invalid,True,False
